"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
5,1,0,1,1,"give me the bag of chips"
6,0,0,1,1,"get all the plates , cups , and spoons on the counters and put them in the sink"
6,1,0,1,1,"take the mug from the microwave and pour its contents into the sink and then place it in the sink"
14,2,0,1,1,"prepare us food and bring the coke"
24,0,0,1,1,"123"
37,0,0,1,1,"test"
41,1,0,1,1,"bring us coke and the beer"
50,1,0,1,1,"bring us chips"
52,0,0,1,1,"collect the plates , utensils , and cups and put them in the sink"
52,1,0,1,1,"take the mug from the microwave and empty its contents into the sink and put it in the sink"
58,1,0,1,1,"bring us chips and coke"
58,2,0,1,1,"bring us the controller"
60,1,0,1,1,"scoop the ice-cream and pour syrup"
61,3,0,1,1,"put the garbage bag inside the bin and place near the wall and near the counter"
62,4,0,1,1,"and throw out any garbage"
69,4,0,1,1,"find and open the bag of chips"
69,5,0,1,1,"find a large bowl , and pour chips into it until it is filled"
84,0,0,1,1,"turn on the tv and xbox and connect them"
84,5,0,1,1,"open the bag of chips and pour them into the bowl until it is full"
89,1,0,1,1,"bring us the book and the bag of chips"
93,2,0,1,1,"bring us bag of chips"
93,3,0,1,1,"bring us the pillows"
104,5,0,1,1,"open the bag of chips , and pour the contents into the bowl until it is full"
110,2,0,1,1,"place the dvd in the tray and close it"
113,1,0,1,1,"take any drinks and put them on the coffee table"
113,3,0,1,1,"open the chips , and pour them into the chip bowl until it is full"
113,6,0,1,1,"turn the volume to full"
117,5,0,1,1,"add cereal to the bowl until it is full"
125,2,0,1,1,"turn the tv volume up to full"
125,6,0,1,1,"open the chips and pour them into the bowl until it is full"
136,0,0,1,1,"get and open the instant ramen"
148,1,0,1,1,"put xbox and its controller in the shelf under the tv"
151,0,0,1,1,"turn on the television , change the channel until you find a movie"
160,0,0,1,1,"collect all plates , cups , mugs , pot , and silverware and place them in the sink"
160,2,0,1,1,"take the syrup bottles and place them in the refrigerator"
162,0,0,1,1,"take all silverware , plates , cups , and pots and place them in the sink"
164,0,0,1,1,"pick up all books and place them on the shelf"
164,1,0,1,1,"take all bottles , cans , and garbage and place them in the trash"
164,4,0,1,1,"take the pillows on the shelf and put them on the couches"
168,0,0,1,1,"take all plates , cups , pots , and silverware and put them in the sink"
168,1,0,1,1,"take all syrup bottles and place them in the fridge"
169,2,0,1,1,"take all pots , cups , plates , and silverware and put them in the sink"
172,1,0,1,1,"wait until the water is boiling , and then take the egg from the fridge and place it in the pot for 3 minutes"
174,4,0,1,1,"take the pillows off the shelf and put them on the couch"
176,2,0,1,1,"also , bring the salt shaker"
177,0,0,1,1,"take all bottles , cans , and trash and put them in the trash can"
178,2,0,1,1,"take all cups , plates , bowls , pots , and silverware and put them into the sink"
182,1,0,1,1,"take all bottles , cans , and trash and put them in the trash can"
183,0,0,1,1,"bring me the coffee from the microwave"
183,1,0,1,1,"bring me the boiled egg from the fridge on a plate"
183,2,0,1,1,"serve them to me at the counter"
186,0,0,1,1,"collect all books from the room and place them on the coffee table"
192,1,0,1,1,"connect the xbox to the tv , and turn both on"
192,3,0,1,1,"bring all the drinks in the room and put them on the table"
199,2,0,1,1,"take pillows and put them on the couch"
201,3,0,1,1,"put chips in bowl and serve"
208,1,0,1,1,"bring me plate with egg on it"
208,2,0,1,1,"bring me a coke"
209,0,0,1,1,"take all dishes out of the sink and place them on the counter"
216,1,0,1,1,"take the bag of chips and the bowl and place them on the coffee table"
219,0,0,1,1,"take the mug and pour its contents on a plate"
220,1,0,1,1,"then put the pot on the stove and turn on the stove"
220,5,0,1,1,"then turn off the microwave and remove the mug"
224,3,0,1,1,"also , put the beer , the coke and the bowl on the shelf"
226,1,0,1,1,"then turn of the tap"
227,1,0,1,1,"then , add chocolate syrup to the mug"
229,2,0,1,1,"then , put the pot on the stove and turn on the stove for two minutes"
233,2,0,1,1,"then add syrup to the mug"
240,1,0,1,1,"take books from shelf and put them on the table"
244,1,0,1,1,"remove beer , bowl , and trash bag on floor and dispose"
248,1,0,1,1,"pick up the books and put them all on the desk"
252,1,0,1,1,"then get the mug with coffee in it and also place it by the plate with the ice cream and syrup"
260,0,0,1,1,"get the pillows and move them onto the couches"
260,1,0,1,1,"then turn on the tv and put a movie inside the xbox"
262,0,0,1,1,"bring xbox and controller closer to the tv and set up"
264,1,0,1,1,"then go to the counter and get the plate and put the egg on the plate"
271,2,0,1,1,"fluff pillows on couch and stand them up"
288,1,0,1,1,"when boiling , place in the cup with instant ramen"
293,0,0,1,1,"put the game in the xbox , take the chips and pour its contents in the bowl , arrange the couches around the tv , turn on the tv , and place the xbox controller on the table"
295,1,0,1,1,"then put it in the microwave and heat it up"
304,0,0,1,1,"place glass , long cup , long cup , mug and canada dry on the table against the wall"
305,0,0,1,1,"place glass , long cup , long cup , mug and canada dry on the table against the wall"
311,0,0,1,1,"grab the beer , coke and bowl and place them on the coffee table"
311,1,0,1,1,"grab pillows and put them on the couch"
319,1,0,1,1,"prepare some coffee for me with milk and sugar"
351,1,0,1,1,"put a music cd into the xbox and play"
373,3,0,1,1,"then grasp syrup and squeeze the bottle"
386,2,0,1,1,"put plate on plate and put them near the mug"
392,1,0,1,1,"prepare the food and take them to me"
406,1,0,1,1,"then place it on the stove"
412,2,0,1,1,"game cd is on the shelf"
424,1,0,1,1,"then put syrup into the fridge"
434,0,0,1,1,"pour me some orange juice"
441,0,0,1,1,"care me"
444,0,0,1,1,"give me a cup of tea"
446,0,0,1,1,"on"
448,1,0,1,1,"give me some food"
457,9,0,1,1,"and pour chips onto plate"
476,7,0,1,1,"serve"
481,2,0,1,1,"find beer and soda and place them on desk"
496,0,0,1,1,"pick things up , put them away , and throw away the trash"
498,1,0,1,1,"put them away"
511,0,0,1,1,"cook me hot ramen"
521,1,0,1,1,"then , wash the dishes"
539,0,0,1,1,"put all of the dishes into the sink and wash them"
539,1,0,1,1,"then , stack the dishes near the sink to dry"
547,1,0,1,1,"take the pillows from your bed and move them to the couch"
554,1,0,1,1,"take the chips and put them by the couch"
557,0,0,1,1,"pick up plates and cups and put them in the sink"
559,0,0,1,1,"move pillows from the shelf and put them on the couch"
561,2,0,1,1,"take the bag of chips and move them to the couch"
576,6,0,1,1,"pick up chips , bring them to the sofa and place them next to the book"
588,0,0,1,1,"take the items out of the refrigerator and freezer and put them on the counter"
612,1,0,1,1,"then , take the syrup and squeeze over the cereal"
619,1,0,1,1,"put pop corn in the microwave and serve"
622,1,0,1,1,"serve hot"
648,1,0,1,1,"bring me the book"
648,3,0,1,1,"bring me the chips and bowl"
